tokens,ner_tags,split
"1995 - Declaring "" united Jerusalem is ours "" , Israel launched a 15-month celebration of the 3,000th anniversary of King David 's proclamation of the city as the capital of the Jewish people .",O O O O O B-LOC O O O O B-LOC O O O O O O O O O O B-PER O O O O O O O O O O B-MISC O O,train
"1995 - The Fourth World Conference on Women , the biggest U.N. gathering in history , began in China 's Great Hall of the People with a U.N. declaration that sexual equality was the last great project of the 20th century .",O O O B-MISC I-MISC I-MISC I-MISC I-MISC O O O B-ORG O O O O O O B-LOC O B-LOC I-LOC I-LOC I-LOC I-LOC O O B-ORG O O O O O O O O O O O O O O,train
UK lowers noise limits for three London airports .,B-LOC O O O O O B-LOC O O,train
LONDON 1996-08-28,B-LOC O,train
"The British government on Wednesday lowered the noise limits for London 's Heathrow , Gatwick and Stansted airports and announced it would make a bigger effort in detecting and fining violators .",O B-MISC O O O O O O O O B-LOC O B-LOC O B-LOC O B-LOC O O O O O O O O O O O O O O O,train
"The limits , effective from January 1 , 1997 , are reduced as much as possible while still complying with international obligations , a spokesman for the Department of Transport said .",O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG O O,train
"The maximum noise level during the day is trimmed by three decibels to 94 , while the night time level is reduced by two decibels to 87 .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O,train
""" It is a smaller reduction in terms of loudness than was sought by local people .",O O O O O O O O O O O O O O O O O,train
"Nevertheless I am satisfied that the overall benefits will be worthwile , "" Lord Goschen , minister for aviation , said in a statement .",O O O O O O O O O O O O O O B-PER O O O O O O O O O O,train
"The ministry said it believed the new limits could be met with existing aircraft . """,O O O O O O O O O O O O O O O O,train
"They can be flown in quieter ways , "" a spokesman said .",O O O O O O O O O O O O O,train
The reduction in noise levels is the same as proposed in a consultation paper which was published in October 1995 .,O O O O O O O O O O O O O O O O O O O O O,train
"The present noise levels have applied at Heathrow , one of the world 's busiest airports , since 1959 and at Gatwick since 1968 .",O O O O O O O B-LOC O O O O O O O O O O O O O B-LOC O O O,train
The number of monitors will be increased and some will be repositioned to detect noisy planes .,O O O O O O O O O O O O O O O O O,train
-- London Newsroom +44 171 542 7717,O B-ORG I-ORG O O O O,train
Tennis - Philippoussis beats Woodforde in U.S. Open .,O O B-PER O B-PER O B-MISC I-MISC O,train
NEW YORK 1996-08-27,B-LOC I-LOC O,train
Mark Philippoussis beat fellow Australian Mark Woodforde 6-7 ( 6-8 ) 6-3 6-3 6-3 in a men 's singles first round match at the U.S. Open on Tuesday .,B-PER I-PER O O B-MISC B-PER I-PER O O O O O O O O O O O O O O O O O B-MISC I-MISC O O O,train
The two Davis Cup team-mates were pitted against each other after last week 's controversial redraw of the men 's singles competition .,O O B-MISC I-MISC O O O O O O O O O O O O O O O O O O O,train
"Philippoussis is on course for a third round meeting with world number one Pete Sampras of the United States , whom he beat at the Australian Open last January .",B-PER O O O O O O O O O O O O B-PER I-PER O O B-LOC I-LOC O O O O O O B-MISC I-MISC O O O,train
-- Sydney Newsroom 61-2 9373-1800,O B-ORG I-ORG O O,train
Rugby union-England given final chance to stay in Five Nations .,O B-MISC O O O O O O B-MISC I-MISC O,train
LONDON 1996-08-28,B-LOC O,train
England have been given a final chance to remain in the Five Nations ' championship despite striking an exclusive television deal with Rupert Murdoch 's Sky television .,B-LOC O O O O O O O O O O B-MISC I-MISC O O O O O O O O O B-PER I-PER O B-ORG O O,train
"In a statement on Wednesday , the Four Nations TV Committee said dates had been set for a competition involving Scotland , Wales , Ireland and France next year .",O O O O O O O B-ORG I-ORG I-ORG I-ORG O O O O O O O O O B-LOC O B-LOC O B-LOC O B-LOC O O O,train
""" Between now and then , discussions will take place in one final attempt to persuade the Rugby Football Union to save the Five Nations ' championship in its current form , "" the statement said .",O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG O O O B-MISC I-MISC O O O O O O O O O O O O,train
No further details were immediately available .,O O O O O O O,train
England infuriated their championship colleagues when they decided to sign a 87.5 million pounds sterling ( $ 135.8 million ) deal giving Sky television exclusive rights to rugby union matches in England .,B-LOC O O O O O O O O O O O O O O O O O O O O O B-ORG O O O O O O O O B-LOC O,train
The present contract with the British Broadcasting Corporation was shared between the four home nations while France have their own television deal .,O O O O O B-ORG I-ORG I-ORG O O O O O O O O B-LOC O O O O O O,train
"Last month Five Nations ' committee chairman Tom Kiernan said England would be thrown out of the competition "" unless circumstances change in the near future "" .",O O B-MISC I-MISC O O O B-PER I-PER O B-LOC O O O O O O O O O O O O O O O O O,train
Cricket - NZ face tough schedule at home and abroad .,O O B-LOC O O O O O O O O,train
WELLINGTON 1996-08-28,B-LOC O,train
"World Cup cricket champions Sri Lanka will play two tests and three one-day internationals in a tour of New Zealand next March , officials said on Wednesday .",B-MISC I-MISC O O B-LOC I-LOC O O O O O O O O O O O O B-LOC I-LOC O O O O O O O O,train
"New Zealand Cricket said the Sri Lankans would play tests in Hamilton and Wellington and one-dayers in Auckland , Christchurch and Dunedin , following hard on the heels of a tour by England .",B-LOC I-LOC O O O B-MISC I-MISC O O O O B-LOC O B-LOC O O O B-LOC O B-LOC O B-LOC O O O O O O O O O O B-LOC O,train
New Zealand will also line up against Sri Lanka and Pakistan this November in a one-day champions trophy competition in Sharjah .,B-LOC I-LOC O O O O O B-LOC I-LOC O B-LOC O O O O O O O O O B-LOC O,train
"The team will go one to tour Pakistan , playing two tests and three one-day internationals .",O O O O O O O B-LOC O O O O O O O O O,train
Soccer - Burundi disqualification from African Cup confirmed .,O O B-LOC O O B-MISC I-MISC O O,train
CAIRO 1996-08-28,B-LOC O,train
The African Football Confederation ( CAF ) on Wednesday formally confirmed Burundi 's disqualification from the African Nations Cup following the team 's inability to travel for a qualifier against Central African Republic .,O B-LOC I-LOC I-LOC O B-ORG O O O O O B-LOC O O O O B-MISC I-MISC I-MISC O O O O O O O O O O O B-LOC I-LOC I-LOC O,train
The Burundi team were unable to leave their troubled country for a preliminary round first leg match in Bangui earlier this month because of an air ban imposed in a recent set of internationally-sponsored sanctions .,O B-LOC O O O O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O,train
"The Central African Republic qualified on a walkover to play in group four with Guinea , Sierra Leone and Tunisia .",O B-LOC I-LOC I-LOC O O O O O O O O O O B-LOC O B-LOC I-LOC O B-LOC O,train
""" After examining the dossier of the Burundi-Central Africa match , we decided ...",O O O O O O O B-MISC I-MISC O O O O O,train
to disqualify the national team of Burundi from the 21st African Cup of Nations ...,O O O O O O B-LOC O O B-MISC I-MISC I-MISC I-MISC I-MISC O,train
"as a result of the absence of this team from the match , "" CAF said in a statement .",O O O O O O O O O O O O O O B-ORG O O O O O,train
Cricket - India 226-5 in 50 overs v Sri Lanka .,O O B-LOC O O O O O B-LOC I-LOC O,train
COLOMBO 1996-08-28,B-LOC O,train
India scored 226 for five wickets in their 50 overs against Sri Lanka in the second day-night limited overs match of the Singer World Series tournament on Wednesday .,B-LOC O O O O O O O O O O B-LOC I-LOC O O O O O O O O O B-MISC I-MISC I-MISC O O O O,train
Canada fast-tracks Chinese asylum-seekers - report .,B-LOC O B-MISC O O O O,train
"VANCOUVER , British Columbia 1996-08-28",B-LOC O B-LOC I-LOC O,train
"Canada is fast-tracking immigration applications from Chinese dissidents in Hong Kong before the British colony reverts to China 's control next year , the Vancouver Sun reported on Wednesday .",B-LOC O O O O O B-MISC O O B-LOC I-LOC O O B-MISC O O O B-LOC O O O O O O B-ORG I-ORG O O O O,train
"The applications are being "" fast-tracked in the sense that we are processing them and the ones who have been referred to us have been interviewed , "" the newspaper quoted Garrett Lambert , Canada 's high commissioner in Hong Kong , as saying .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O B-LOC O O O O B-LOC I-LOC O O O O,train
""" A small number already have preliminary indications as to what the disposition of their cases are and so I suppose in that sense , I guess we have given them some preferential treatment , "" Lambert said .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER O O,train
He declined to say how many people were being considered for asylum .,O O O O O O O O O O O O O,train
Canada 's ministry of foreign affairs in Ottawa had no immediate comment on the report .,B-LOC O O O O O O B-LOC O O O O O O O O,train
About 80 Chinese dissidents are believed to be living in exile in Hong Kong .,O O B-MISC O O O O O O O O O B-LOC I-LOC O,train
Their fate after the territory reverts to Chinese rule is unclear .,O O O O O O O B-MISC O O O O,train
"Britain hands Hong Kong back to China at midnight on June 30 , 1997 , after 150 years of colonial rule .",B-LOC O B-LOC I-LOC O O B-LOC O O O O O O O O O O O O O O O,train
Canada 's Minister of Foreign Affairs Lloyd Axworthy said after meeting Hong Kong Gov .,B-LOC O O O O O B-PER I-PER O O O B-LOC I-LOC O O,train
Chris Patten last month that Canada may grant asylum to dissidents who have fled to Hong Kong from China .,B-PER I-PER O O O B-LOC O O O O O O O O O B-LOC I-LOC O B-LOC O,train
Chinese officials have said such dissidents may not become Hong Kong permanent residents since they entered the territory illegally but have also said their status would be decided by the post-1997 local Hong Kong administration .,B-MISC O O O O O O O O B-LOC I-LOC O O O O O O O O O O O O O O O O O O O O O B-LOC I-LOC O O,train
"Ivorian journalist held , asked to reveal source .",B-MISC O O O O O O O O,train
ABIDJAN 1996-08-28,B-LOC O,train
"An Ivorian journalist spent a third day in custody on Wednesday and investigators were demanding that he reveal the source of an official document published in his newspaper , colleagues said .",O B-MISC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,train
"Raphael Lapke , publication director of Ivorian newspaper Le Populaire , was taken in for questioning on Monday over an article about the public prosecutor and has been detained since then .",B-PER I-PER O O O O B-MISC O B-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O O,train
"Colleagues said he had been charged with theft of administrative documents . """,O O O O O O O O O O O O O,train
"He is being asked for the source of his information and who gave him this confidential document , "" one colleague told Reuters .",O O O O O O O O O O O O O O O O O O O O O O B-ORG O,train
Three journalists from the Ivorian opposition daily La Voie are serving two-year prison terms for insulting President Henri Konan Bedie .,O O O O B-MISC O O B-ORG I-ORG O O O O O O O O B-PER I-PER I-PER O,train
A court sentenced two in December and the third in January .,O O O O O O O O O O O O,train
La Voie published an article suggesting the presence of Bedie had brought local team ASEC bad luck during their defeat by Orlando Pirates of South Africa in the final of the African Champions Cup in December .,B-ORG I-ORG O O O O O O O B-PER O O O O B-ORG O O O O O O B-PER I-PER O B-LOC I-LOC O O O O O B-MISC I-MISC I-MISC O O O,train
The United States embassy in Abidjan and international press organisations denounced the sentences as excessive .,O B-LOC I-LOC O O B-LOC O O O O O O O O O O,train
"Last year , Bedie pardoned four journalists jailed for the same or similar offences .",O O O B-PER O O O O O O O O O O O,train
They included one of the three La Voie journalists .,O O O O O O B-ORG I-ORG O O,train
Bedie pardoned two other journalists jailed for incitement to disturb public order .,B-PER O O O O O O O O O O O O,train
Village attack kills 38 in eastern Sierra Leone .,O O O O O O B-LOC I-LOC O,train
FREETOWN 1996-08-28,B-LOC O,train
"Sierra Leonean rebels killed 31 villagers and seven soldiers in an attack on the eastern village of Foindu , Eastern Region Brigade Commander Major Fallah Sewa said on Wednesday .",B-MISC I-MISC O O O O O O O O O O O O O O O B-LOC O B-ORG I-ORG I-ORG O O B-PER I-PER O O O O,train
Sewa said the rebels overran Foindu despite the presence of government troops in the village on the highway between Mano Junction and the diamond town of Tongo Field .,B-PER O O O O B-LOC O O O O O O O O O O O O O B-LOC I-LOC O O O O O B-LOC I-LOC O,train
An army spokesman in Freetown said Monday night 's attack was the third on a military post in the past week .,O O O O B-LOC O O O O O O O O O O O O O O O O O,train
Rebels of the Revolutionary United Front agreed a ceasefire in April .,O O O B-ORG I-ORG I-ORG O O O O O O,train
Continuing attacks are generally ascribed to renegade soldiers or uncontrolled bands of rebels and refugees displaced by the fighting starting to return to their homes .,O O O O O O O O O O O O O O O O O O O O O O O O O O,train
Peace talks in Ivory Coast began in February .,O O O B-LOC I-LOC O O O O,train
"Diplomats say they are deadlocked over the RUF 's insistence that foreign troops helping the government army should leave , and that they should have some say in the allocation of budget spending .",O O O O O O O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O,train
Aid agency says Sudan missionaries released .,O O O B-LOC O O O,train
NAIROBI 1996-08-28,B-LOC O,train
"An aid agency said six Roman Catholic missionaries , including three Australian nuns , were freed by rebels in southern Sudan on Wednesday after being held for nearly two weeks .",O O O O O B-MISC I-MISC O O O O B-MISC O O O O O O O O B-LOC O O O O O O O O O O,train
But Catholic church officials said they had no confirmation of the report and would have to wait until Thursday to be sure .,O B-MISC O O O O O O O O O O O O O O O O O O O O O,train
Zambia 's Chiluba shuffles cabinet to fill vacancy .,B-LOC O B-PER O O O O O O,train
LUSAKA 1996-08-28,B-LOC O,train
Zambian President Frederick Chiluba shuffled his cabinet on Wednesday to fill a vacancy left after the sacking of Legal Affairs Minister Remmy Mushota .,O O B-PER I-PER O O O O O O O O O O O O O O O O O B-PER I-PER O,train
Mushota was fired a month ago after a government tribunal found he tried to withdraw cash from state coffers without authority .,B-PER O O O O O O O O O O O O O O O O O O O O O,train
"The president 's office said in a statement that Lands Minister Luminzu Shimaponda had been appointed Legal Affairs Minister , while Deputy Foreign Minister Peter Machungwa would take over from Shimaponda .",O O O O O O O O O O O B-PER I-PER O O O O O O O O O O O B-PER I-PER O O O O B-PER O,train
Guinea launches war on fictitious civil servants .,B-LOC O O O O O O O,train
CONAKRY 1996-08-28,B-LOC O,train
Guinea launched a drive on Wednesday to rid the civil service payroll of fictitious workers as part of new prime minister Sidia Toure 's campaign to cut government spending .,B-LOC O O O O O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O O,train
"Deputy Minister for Finance Ousmane Kaba said teams of inspectors would check government offices in the capital and the provinces to root out civil servants who drew salaries but had left their jobs , were dead , or had never existed .",O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,train
"Some 50 million Guinean francs ( $ 50,000 ) has been pumped into the exercise to deter the inspectors from taking bribes .",O O O B-MISC O O O O O O O O O O O O O O O O O O O,train
"Kaba told reporters the annual wage bill of 171 billion Guinean francs represented 50 percent of current state expenditure , "" whereas the acceptable proportion in countries similar to ours is one third "" .",B-PER O O O O O O O O O B-MISC O O O O O O O O O O O O O O O O O O O O O O O O,train
"Toure , who took office last month , has said he plans to cut public service spending by 30 percent by the end of the year as part of measures to revive the economy .",B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,train
Guinea is rich in minerals and has a vast potential for hydroelectric power generation but it faces stiff competition from its West African neighbours for foreign investment .,B-LOC O O O O O O O O O O O O O O O O O O O O B-MISC I-MISC O O O O O,train
"President Lansana Conte appointed Toure , a former senior civil servant in Ivory Coast , last month to clean up the administration and reform the economy following February 's bloody army revolt .",O B-PER I-PER O B-PER O O O O O O O B-LOC I-LOC O O O O O O O O O O O O O O O O O O O,train
"( $ =1,000 Guinean francs )",O O O B-MISC O O,train
New Liberia Council chief to be installed Tuesday .,O B-ORG I-ORG O O O O O O,train
MONROVIA 1996-08-28,B-LOC O,train
"Ruth Perry , the woman with the task of uniting Liberia 's squabbling factions around the latest peace plan , will be formally installed as head of the ruling State Council next Tuesday , a Council statement said .",B-PER I-PER O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O B-ORG I-ORG O O O O B-ORG O O O,train
"Perry , a Liberian Senate member during the 1980s , returned to Monrovia on August 22 after West African leaders nominated her for the job under a peace deal signed in Nigeria 's capital Abuja five days earlier .",B-PER O O B-MISC B-ORG O O O O O O O B-LOC O O O O B-MISC I-MISC O O O O O O O O O O O O B-LOC O O B-LOC O O O O,train
The formal inauguration had been due to take place this week but was put back .,O O O O O O O O O O O O O O O O,train
There was no official explanation but politicians said faction leaders and State Council vice-chairmen Charles Taylor and Alhadji Kromah were unable to attend because they were travelling .,O O O O O O O O O O O B-ORG I-ORG O B-PER I-PER O B-PER I-PER O O O O O O O O O,train
"Liberia 's civil war , launched by Taylor in 1989 , has killed well over 150,000 people .",B-LOC O O O O O O B-PER O O O O O O O O O O,train
Faction fighting and an orgy of looting in the capital Monrovia in April and May killed hundreds of people .,O O O O O O O O O O B-LOC O O O O O O O O O,train
Over a dozen peace deals have collapsed .,O O O O O O O O,train
The latest sets a timetable for disarmament by the end of January and elections by May 30 .,O O O O O O O O O O O O O O O O O O,train
West African leaders have threatened individual sanctions against faction leaders to ensure compliance .,B-MISC I-MISC O O O O O O O O O O O O,train
Freed American slaves founded Liberia in 1847 .,O B-MISC O O B-LOC O O O,train
Nigeria rights group says four academics arrested .,B-LOC O O O O O O O,train
LAGOS 1996-08-28,B-LOC O,train
A Nigerian human rights group said on Wednesday that four members of a recently banned university union had been arrested .,O B-MISC O O O O O O O O O O O O O O O O O O O,train
""" The Constitutional Rights Project ( CRP ) believes that William Istafanus , Elisha Shamay , O.K. Likkason and Jerome Egurugbe were arrested because of their role in the ongoing ASUU ( Academic Staff Union of Universities ) strike , "" the group said in a statement .",O O B-ORG I-ORG I-ORG O B-ORG O O O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER O O O O O O O O O B-ORG O B-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O,train
The CRP said the four were arrested on Monday night at the northeastern Tafawa Balewa University .,O B-ORG O O O O O O O O O O O B-ORG I-ORG I-ORG O,train
"The main academic union , ASUU , along with two smaller university unions , was banned by Nigeria 's military government last week , because of a four-month strike by teachers for better working conditions .",O O O O O B-ORG O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O,train
Nigeria is under fire from many Western countries for human rights abuses and lack of democracy .,B-LOC O O O O O B-MISC O O O O O O O O O O,train
Dozens of people opposed to the government are in detention .,O O O O O O O O O O O,train
"Commonwealth foreign ministers are to meet in London on Wednesday to discuss what action to take , after a visit to Nigeria was called off when the government imposed strict rules on whom the mission would be allowed to see .",B-ORG O O O O O O B-LOC O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O,train
Nigeria was suspended from the club of Britain and its former colonies in November after the hanging of nine minority rights activists for murder in spite of international pleas for clemency .,B-LOC O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O,train
Dutroux suspected in murder of Slovak woman .,B-PER O O O O B-MISC O O,train
Peter Laca,B-PER I-PER,train
BRATISLAVA 1996-08-28,B-LOC O,train
"Marc Dutroux , the chief accused in a Belgian child murder and sex abuse scandal , is suspected of murdering a young Slovak woman , the Slovak office of Interpol said on Wednesday .",B-PER I-PER O O O O O O B-MISC O O O O O O O O O O O O O B-MISC O O O B-MISC O O B-ORG O O O O,train
"Rudolf Gajdos , head of Slovak Interpol , told a news conference Dutroux was also believed to have planned the kidnapping of at least one Slovak woman .",B-PER I-PER O O O B-MISC B-ORG O O O O O B-PER O O O O O O O O O O O O B-MISC O O,train
""" One of the police versions in the case of the murder of young gypsy woman in Topolcany , western Slovakia , this July , is a suspicion that Mark Dutroux could have been involved in the murder , "" Gajdos said without elaborating on the age of the victim and on the other versions .",O O O O O O O O O O O O O O O O O B-LOC O O B-LOC O O O O O O O O B-PER I-PER O O O O O O O O O B-PER O O O O O O O O O O O O O O O,train
"Slovak police , Interpol , and Belgian police have been following leads on Dutroux 's activities in Slovakia and the neighbouring Czech Republic where he is known to have made frequent visits .",B-MISC O O B-ORG O O B-MISC O O O O O O B-PER O O O B-LOC O O O B-LOC I-LOC O O O O O O O O O O,train
"Gajdos said the police sketch of the suspected murderer was "" 60 percent identical with Dutroux 's portrait "" , and that Dutroux was known to have been in Topolcany around the time of the woman 's murder .",B-PER O O O O O O O O O O O O O O B-PER O O O O O O B-PER O O O O O O B-LOC O O O O O O O O O,train
""" Topolcany and the area around this town were reported to have been the most visited places by Dutroux and his accomplices in Slovakia , "" Gajdos said .",O B-LOC O O O O O O O O O O O O O O O O B-PER O O O O B-LOC O O B-PER O O,train
"Dutroux , a convicted child rapist and unemployed father-of-three , led police 11 days ago to the bodies of eight-year-olds Julie Lejeune and Melissa Russo in the garden of another of the six houses he owns around the southern Belgian city of Charleroi .",B-PER O O O O O O O O O O O O O O O O O O O B-PER I-PER O B-PER I-PER O O O O O O O O O O O O O O B-MISC O O B-LOC O,train
""" The Belgian police also informed us that Dutroux , together with one other man , had ( also ) planned the kidnapping of at least one Slovak woman , "" Gajdos said .",O O B-MISC O O O O O B-PER O O O O O O O O O O O O O O O O O O B-MISC O O O B-PER O O,train
""" The plan apparently failed due to difficulties in crossing the border , "" he added , but did not elaborate .",O O O O O O O O O O O O O O O O O O O O O O,train
"The Slovak police are also investigating visits by about 10 Slovak women , aged 17 to 22 , to Belgium , at the invitation of Dutroux .",O B-MISC O O O O O O O O B-MISC O O O O O O O O B-LOC O O O O O B-PER O,train
"The women said they went to Belgium voluntarily and police suspect they were used to act in pornographic films , Gajdos said earlier this week .",O O O O O O B-LOC O O O O O O O O O O O O O B-PER O O O O O,train
"But he added they had difficulty remembering what happened during their visits to Belgium , perhaps because of drugs , and were unsure whether they were filmed for pornography .",O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O,train
"Dutroux , 39 , who was charged last week with the abduction and illegal imprisonment of two girls aged 14 and 12 , is also suspected in the disappearance of Belgians An Marchal , 19 , and Eefje Lambrecks , 17 , who went missing a year ago .",B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O O O O B-PER I-PER O O O O O O O O O O,train
"Knifeman kills Polish beauty queen , wounds husband .",O O B-MISC O O O O O O,train
WARSAW 1996-08-28,B-LOC O,train
"A man knifed to death international model Agnieszka Kotlarska outside her home in Wroclaw , western Poland , Polish television said on Wednesday .",O O O O O O O B-PER I-PER O O O O B-LOC O O B-LOC O B-MISC O O O O O,train
"The man , who said he had once been engaged to her , first knifed Kotlarska 's husband in the leg , then stabbed her three times in the chest when she tried to intervene during the incident on Tuesday .",O O O O O O O O O O O O O O O B-PER O O O O O O O O O O O O O O O O O O O O O O O O O,train
She died in hospital .,O O O O O,train
"Kotlarska , who was 24 and had a three-year-old child , was Miss Poland in 1991 and went on to a U.S.-based modelling career that included working with Italian designer Gianni Versace and Vogue magazine , the Gazeta Wyborcza newspaper said .",B-PER O O O O O O O O O O O B-MISC I-MISC O O O O O O O B-MISC O O O O O O B-MISC O B-PER I-PER O B-ORG O O O B-ORG I-ORG O O O,train
"She had been due to fly on a TWA airliner which exploded near New York last month , but had cancelled her booking , the newspaper said .",O O O O O O O O B-ORG O O O O B-LOC I-LOC O O O O O O O O O O O O O,train
"Her attacker , identified only as Jerzy L. , 36 , was arrested by police and will appear in court on Thursday morning , television reported .",O O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O,train
It said he had admitted the attack but had denied intending to kill Kotlarska .,O O O O O O O O O O O O O B-PER O,train
Russian shares slip in thin volume .,B-MISC O O O O O O,train
MOSCOW 1996-08-28,B-LOC O,train
"Leading Russian shares edged down on Wednesday in thin volume in the absence of Western orders , traders said .",O B-MISC O O O O O O O O O O O O B-MISC O O O O O,train
The Russian Trading System index of 21 issues fell 1.64 percent to 180.38 on volume of $ 4.38 million .,O B-MISC I-MISC I-MISC O O O O O O O O O O O O O O O O,train
""" The market was extremely quiet today , some profit-taking locally , no Western orders , "" said Nick Mokhoff , director of sales and trade at Alliance-Menatep . """,O O O O O O O O O O O O O B-MISC O O O O B-PER I-PER O O O O O O O B-ORG O O,train
"We are just a bit lower with a lot of inactivity during the whole day . """,O O O O O O O O O O O O O O O O O,train
"Alexander Babayan , managing director at CentrInvest Securities , said the volume of orders was four to five times lower than a week ago .",B-PER I-PER O O O O B-ORG I-ORG O O O O O O O O O O O O O O O O O,train
"As often , the most volume was in UES .",O O O O O O O O B-ORG O,train
""" Unified is one of the blue chips , which has more prospects than anybody else does , because they have ADRs supposedly coming up , "" Mokhoff said .",O O O O O O O O O O O O O O O O O O O O O B-MISC O O O O O B-PER O O,train
UES officials said last week the board had not yet approved the final version of its application to the U.S. Securities and Exchange Commission to issue ADRs .,B-ORG O O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG O O B-MISC O,train
UES fell to $ 0.0817 from $ 0.0822 at Tuesday 's close with 8.90 million shares changing hands .,B-ORG O O O O O O O O O O O O O O O O O O,train
"Gazprom was the loser of the day with prices closing at $ 0.300 , down from $ 0.355 on Tuesday and $ 0.445 on Monday .",B-ORG O O O O O O O O O O O O O O O O O O O O O O O O O,train
Mokhoff said uncertainty about when Gazprom would issue ADRs and about whether shares from the Russian market could be converted into ADRs had hurt prices .,B-PER O O O O B-ORG O O B-MISC O O O O O O B-MISC O O O O O B-MISC O O O O,train
""" Western investors ... will be investing in ADRs and I do not think people in Russia will be able to come up with the money for the underlying shares to drive the Russian shares to those levels , "" Mokhoff said .",O B-MISC O O O O O O B-MISC O O O O O O O B-LOC O O O O O O O O O O O O O O O O B-MISC O O O O O O B-PER O O,train
Gazprom has also tightened the rules restricting shareholers ' rights to trade its shares .,B-ORG O O O O O O O O O O O O O O,train
"Mosenergo closed at at $ 0.958 after $ 0.966 , Rostelekom fell to $ 2.56 from $ 2.58 and LUKoil was $ 9.82 after $ 9.85 .",B-ORG O O O O O O O O O B-ORG O O O O O O O O B-ORG O O O O O O O,train
"-- Julie Tolkacheva , Moscow Newsroom , +7095 941 8520",O B-PER I-PER O B-ORG I-ORG O O O O,train
Albania asks Greece to explain deportations .,B-LOC O B-LOC O O O O,train
TIRANA 1996-08-28,B-LOC O,train
"Albania asked Greece on Wednesday to explain why it was deporting more Albanian immigrants , Foreign Minister Tritan Shehu said .",B-LOC O B-LOC O O O O O O O O O B-MISC O O O O B-PER I-PER O O,train
"The Albanian daily Koha Jone reported earlier that Greece had deported about 5,000 Albanians in the last five days .",O B-MISC O B-ORG I-ORG O O O B-LOC O O O O B-MISC O O O O O O,train
""" The Foreign Ministry is trying to find out from the Greek embassy why Albanian refugees have been deported from Greece , "" Shehu told Reuters .",O O B-ORG I-ORG O O O O O O O B-MISC O O B-MISC O O O O O B-LOC O O B-PER O B-ORG O,train
"Athens and Tirana signed an accord in May to legalise the status of Albanian immigrant workers , estimated at 350,000 , and remove a long-standing stumbling block in relations between the two Balkan neighbours .",B-LOC O B-LOC O O O O O O O O O O B-MISC O O O O O O O O O O O O O O O O O O B-LOC O O,train
Bulgarians recover 75 pct of confiscated land .,B-MISC O O O O O O O,train
SOFIA 1996-08-28,B-LOC O,train
"Bulgaria has restored ownership rights to pre-communist private owners of 75 percent of the arable land or around four million hectares , an Agriculture Ministry official said on Wednesday .",B-LOC O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG O O O O O,train
""" So far 75 percent has been returned with the land restitution almost completed in some regions like Southeastern Bulgaria but lagging behind in other areas , predominantly in the mountains , "" the official told a news conference .",O O O O O O O O O O O O O O O O O O B-LOC I-LOC O O O O O O O O O O O O O O O O O O O O,train
The ministry has said that it planned to return 96.6 percent of the arable land or 5.2 million hectares to its original owners by the end of this year .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,train
"A land reform act passed four years ago abolished Soviet-style collective farms , allowing the return of 5.4 million hectares to original owners or their heirs .",O O O O O O O O O B-MISC O O O O O O O O O O O O O O O O O,train
"-- Sofia Newsroom , ( ++359-2 ) 981 8569",O B-ORG I-ORG O O O O O O,train
German chancellor to meet Yeltsin Sept 7 - Interfax .,B-MISC O O O B-PER O O O B-ORG O,train
MOSCOW 1996-08-28,B-LOC O,train
"German Chancellor Helmut Kohl , who spoke to President Boris Yeltsin by telephone on Wednesday , plans a trip to Moscow on September 7 and will visit Yeltsin at his vacation home near Moscow , Interfax news agency said .",B-MISC O B-PER I-PER O O O O O B-PER I-PER O O O O O O O O O B-LOC O O O O O O B-PER O O O O O B-LOC O B-ORG O O O O,train
